file_name,bbox,category_id
000039.jpg,"[806.0, 7.0, 451.0, 441.0]",4
000039.jpg,"[328.0, 341.0, 243.0, 449.0]",1
000039.jpg,"[737.0, 397.0, 388.0, 239.0]",2
000041.jpg,"[815.0, 112.0, 443.0, 458.0]",4
000041.jpg,"[331.0, 465.0, 247.0, 441.0]",1
000041.jpg,"[739.0, 509.0, 389.0, 255.0]",2
000042.jpg,"[325.0, 523.0, 248.0, 452.0]",1
000042.jpg,"[803.0, 168.0, 452.0, 459.0]",4
000042.jpg,"[738.0, 572.0, 394.0, 254.0]",2
000044.jpg,"[747.0, 699.0, 378.0, 243.0]",2
000044.jpg,"[784.0, 267.0, 444.0, 451.0]",4
000044.jpg,"[329.0, 638.0, 249.0, 454.0]",1
000045.jpg,"[743.0, 756.0, 379.0, 238.0]",2
000045.jpg,"[767.0, 316.0, 446.0, 454.0]",4
000045.jpg,"[325.0, 697.0, 250.0, 457.0]",1
000045.jpg,"[299.0, 0.0, 157.0, 83.0]",13
000047.jpg,"[691.0, 541.0, 448.0, 460.0]",4
000047.jpg,"[260.0, 0.0, 360.0, 388.0]",13
000047.jpg,"[1519.0, 0.0, 263.0, 128.0]",13
000047.jpg,"[736.0, 1052.0, 395.0, 247.0]",2
000047.jpg,"[331.0, 1010.0, 242.0, 464.0]",1
000048.jpg,"[259.0, 41.0, 354.0, 409.0]",13
000048.jpg,"[739.0, 1106.0, 392.0, 255.0]",2
000048.jpg,"[325.0, 1065.0, 245.0, 420.0]",1
000048.jpg,"[1517.0, 28.0, 265.0, 160.0]",13
000048.jpg,"[682.0, 588.0, 448.0, 468.0]",4
000049.jpg,"[264.0, 102.0, 353.0, 401.0]",13
000049.jpg,"[682.0, 643.0, 438.0, 464.0]",4
000049.jpg,"[803.0, 0.0, 177.0, 93.0]",2
000049.jpg,"[332.0, 1131.0, 240.0, 354.0]",1
000049.jpg,"[1517.0, 82.0, 270.0, 160.0]",13
000049.jpg,"[739.0, 1170.0, 391.0, 254.0]",2
000050.jpg,"[672.0, 703.0, 447.0, 465.0]",4
000050.jpg,"[261.0, 154.0, 359.0, 414.0]",13
000050.jpg,"[748.0, 0.0, 219.0, 222.0]",2
000050.jpg,"[743.0, 1229.0, 387.0, 248.0]",2
000050.jpg,"[326.0, 1187.0, 248.0, 298.0]",1
000050.jpg,"[1519.0, 124.0, 275.0, 175.0]",13
000054.jpg,"[874.0, 1400.0, 268.0, 85.0]",2
000054.jpg,"[693.0, 974.0, 458.0, 473.0]",4
000054.jpg,"[570.0, 0.0, 226.0, 155.0]",4
000054.jpg,"[1532.0, 351.0, 264.0, 182.0]",13
000054.jpg,"[695.0, 91.0, 236.0, 393.0]",2
000054.jpg,"[257.0, 394.0, 362.0, 415.0]",13
000054.jpg,"[327.0, 1416.0, 178.0, 69.0]",1
000055.jpg,"[738.0, 1045.0, 424.0, 440.0]",4
000055.jpg,"[327.0, 1416.0, 178.0, 69.0]",1
000055.jpg,"[550.0, 0.0, 271.0, 217.0]",4
000055.jpg,"[1527.0, 409.0, 271.0, 186.0]",13
000055.jpg,"[691.0, 144.0, 236.0, 403.0]",2
000055.jpg,"[266.0, 454.0, 356.0, 405.0]",13
000057.jpg,"[547.0, 60.0, 308.0, 265.0]",4
000057.jpg,"[264.0, 568.0, 361.0, 419.0]",13
000057.jpg,"[775.0, 1185.0, 411.0, 300.0]",4
000057.jpg,"[691.0, 261.0, 246.0, 409.0]",2
000057.jpg,"[1523.0, 530.0, 275.0, 186.0]",13
000058.jpg,"[536.0, 138.0, 313.0, 240.0]",4
000058.jpg,"[261.0, 635.0, 358.0, 412.0]",13
000058.jpg,"[856.0, 1249.0, 324.0, 236.0]",4
000058.jpg,"[1528.0, 594.0, 279.0, 188.0]",13
000058.jpg,"[708.0, 327.0, 234.0, 406.0]",2
000060.jpg,"[536.0, 253.0, 344.0, 264.0]",4
000060.jpg,"[1533.0, 721.0, 274.0, 183.0]",13
000060.jpg,"[265.0, 750.0, 358.0, 421.0]",13
000060.jpg,"[975.0, 1371.0, 223.0, 114.0]",4
000060.jpg,"[706.0, 447.0, 240.0, 406.0]",2
000061.jpg,"[561.0, 334.0, 314.0, 242.0]",4
000061.jpg,"[707.0, 507.0, 235.0, 407.0]",2
000061.jpg,"[1526.0, 778.0, 281.0, 197.0]",13
000061.jpg,"[1098.0, 1419.0, 95.0, 66.0]",4
000061.jpg,"[268.0, 812.0, 353.0, 418.0]",13
000063.jpg,"[708.0, 625.0, 235.0, 403.0]",2
000063.jpg,"[257.0, 923.0, 375.0, 432.0]",13
000063.jpg,"[560.0, 456.0, 319.0, 247.0]",4
000063.jpg,"[1525.0, 903.0, 284.0, 198.0]",13
000065.jpg,"[708.0, 746.0, 239.0, 401.0]",2
000065.jpg,"[1523.0, 1030.0, 290.0, 193.0]",13
000065.jpg,"[556.0, 567.0, 319.0, 248.0]",4
000065.jpg,"[267.0, 1042.0, 361.0, 428.0]",13
000066.jpg,"[708.0, 805.0, 238.0, 404.0]",2
000066.jpg,"[259.0, 1100.0, 367.0, 385.0]",13
000066.jpg,"[553.0, 626.0, 323.0, 251.0]",4
000066.jpg,"[1522.0, 1090.0, 293.0, 195.0]",13
000068.jpg,"[265.0, 1222.0, 369.0, 263.0]",13
000068.jpg,"[702.0, 928.0, 243.0, 402.0]",2
000068.jpg,"[559.0, 746.0, 312.0, 255.0]",4
000068.jpg,"[1530.0, 1206.0, 292.0, 200.0]",13
000069.jpg,"[1530.0, 1266.0, 294.0, 202.0]",13
000069.jpg,"[564.0, 810.0, 310.0, 247.0]",4
000069.jpg,"[706.0, 987.0, 240.0, 396.0]",2
000069.jpg,"[267.0, 1294.0, 359.0, 191.0]",13
000071.jpg,"[565.0, 923.0, 313.0, 261.0]",4
000071.jpg,"[1536.0, 1377.0, 281.0, 108.0]",13
000071.jpg,"[709.0, 1109.0, 233.0, 376.0]",2
000071.jpg,"[400.0, 1386.0, 190.0, 99.0]",13
000072.jpg,"[560.0, 981.0, 319.0, 257.0]",4
000072.jpg,"[1573.0, 1436.0, 216.0, 49.0]",13
000072.jpg,"[712.0, 1171.0, 221.0, 314.0]",2
000072.jpg,"[400.0, 1386.0, 190.0, 99.0]",13
000073.jpg,"[607.0, 0.0, 222.0, 49.0]",1
000073.jpg,"[567.0, 1046.0, 306.0, 245.0]",4
000073.jpg,"[1573.0, 1436.0, 216.0, 49.0]",13
000073.jpg,"[707.0, 1230.0, 202.0, 255.0]",2
000074.jpg,"[555.0, 0.0, 371.0, 118.0]",1
000074.jpg,"[702.0, 1289.0, 190.0, 196.0]",2
000074.jpg,"[567.0, 1116.0, 304.0, 242.0]",4
000075.jpg,"[559.0, 0.0, 347.0, 179.0]",1
000075.jpg,"[865.0, 0.0, 153.0, 150.0]",10
000075.jpg,"[566.0, 1171.0, 306.0, 243.0]",4
000075.jpg,"[703.0, 1339.0, 158.0, 146.0]",2
000076.jpg,"[567.0, 1233.0, 300.0, 242.0]",4
000076.jpg,"[898.0, 0.0, 189.0, 223.0]",10
000076.jpg,"[594.0, 23.0, 315.0, 249.0]",1
000076.jpg,"[700.0, 1387.0, 120.0, 98.0]",2
000077.jpg,"[891.0, 1.0, 194.0, 275.0]",10
000077.jpg,"[658.0, 0.0, 158.0, 26.0]",7
000077.jpg,"[700.0, 1387.0, 120.0, 98.0]",2
000077.jpg,"[1062.0, 0.0, 135.0, 66.0]",7
000077.jpg,"[627.0, 37.0, 284.0, 305.0]",1
000077.jpg,"[566.0, 1291.0, 304.0, 194.0]",4
000078.jpg,"[900.0, 43.0, 172.0, 311.0]",10
000078.jpg,"[636.0, 85.0, 284.0, 297.0]",1
000078.jpg,"[643.0, 0.0, 339.0, 83.0]",7
000078.jpg,"[1046.0, 0.0, 200.0, 114.0]",7
000078.jpg,"[602.0, 1351.0, 269.0, 134.0]",4
000080.jpg,"[650.0, 182.0, 297.0, 296.0]",1
000080.jpg,"[918.0, 164.0, 178.0, 304.0]",10
000080.jpg,"[691.0, 1411.0, 182.0, 74.0]",4
000080.jpg,"[646.0, 17.0, 405.0, 186.0]",7
000080.jpg,"[1049.0, 0.0, 277.0, 221.0]",7
000082.jpg,"[653.0, 138.0, 393.0, 174.0]",7
000082.jpg,"[1052.0, 1.0, 273.0, 344.0]",7
000082.jpg,"[672.0, 31.0, 163.0, 102.0]",9
000082.jpg,"[905.0, 282.0, 169.0, 291.0]",10
000082.jpg,"[640.0, 322.0, 284.0, 298.0]",1
000083.jpg,"[1051.0, 41.0, 275.0, 365.0]",7
000083.jpg,"[641.0, 375.0, 288.0, 301.0]",1
000083.jpg,"[673.0, 80.0, 164.0, 116.0]",9
000083.jpg,"[643.0, 190.0, 409.0, 180.0]",7
000083.jpg,"[909.0, 339.0, 173.0, 297.0]",10
000085.jpg,"[1052.0, 166.0, 274.0, 355.0]",7
000085.jpg,"[647.0, 313.0, 401.0, 185.0]",7
000085.jpg,"[641.0, 498.0, 285.0, 299.0]",1
000085.jpg,"[919.0, 462.0, 176.0, 295.0]",10
000085.jpg,"[672.0, 215.0, 164.0, 100.0]",9
000086.jpg,"[641.0, 554.0, 288.0, 302.0]",1
000086.jpg,"[1043.0, 225.0, 293.0, 356.0]",7
000086.jpg,"[642.0, 366.0, 413.0, 191.0]",7
000086.jpg,"[908.0, 513.0, 177.0, 299.0]",10
000086.jpg,"[673.0, 258.0, 164.0, 109.0]",9
000088.jpg,"[649.0, 484.0, 407.0, 191.0]",7
000088.jpg,"[644.0, 676.0, 286.0, 299.0]",1
000088.jpg,"[917.0, 635.0, 174.0, 295.0]",10
000088.jpg,"[1053.0, 344.0, 274.0, 352.0]",7
000088.jpg,"[672.0, 379.0, 168.0, 109.0]",9
000089.jpg,"[913.0, 692.0, 177.0, 299.0]",10
000089.jpg,"[643.0, 733.0, 289.0, 301.0]",1
000089.jpg,"[1044.0, 392.0, 288.0, 360.0]",7
000089.jpg,"[646.0, 542.0, 409.0, 195.0]",7
000089.jpg,"[677.0, 439.0, 167.0, 109.0]",9
000091.jpg,"[644.0, 855.0, 288.0, 297.0]",1
000091.jpg,"[1054.0, 520.0, 274.0, 353.0]",7
000091.jpg,"[913.0, 817.0, 171.0, 295.0]",10
000091.jpg,"[671.0, 556.0, 172.0, 114.0]",9
000091.jpg,"[653.0, 657.0, 400.0, 197.0]",7
000092.jpg,"[671.0, 613.0, 173.0, 115.0]",9
000092.jpg,"[911.0, 872.0, 174.0, 299.0]",10
000092.jpg,"[644.0, 912.0, 290.0, 299.0]",1
000092.jpg,"[1046.0, 580.0, 282.0, 358.0]",7
000092.jpg,"[652.0, 719.0, 404.0, 193.0]",7
000094.jpg,"[669.0, 741.0, 177.0, 106.0]",9
000094.jpg,"[1058.0, 698.0, 273.0, 355.0]",7
000094.jpg,"[1515.0, 0.0, 95.0, 31.0]",13
000094.jpg,"[396.0, 0.0, 155.0, 60.0]",15
000094.jpg,"[535.0, 0.0, 91.0, 48.0]",9
000094.jpg,"[923.0, 999.0, 173.0, 300.0]",10
000094.jpg,"[644.0, 1032.0, 287.0, 301.0]",1
000094.jpg,"[656.0, 840.0, 396.0, 192.0]",7
000096.jpg,"[1056.0, 815.0, 278.0, 356.0]",7
000096.jpg,"[453.0, 0.0, 179.0, 161.0]",9
000096.jpg,"[913.0, 1112.0, 175.0, 303.0]",10
000096.jpg,"[667.0, 856.0, 182.0, 109.0]",9
000096.jpg,"[652.0, 955.0, 404.0, 195.0]",7
000096.jpg,"[644.0, 1148.0, 289.0, 303.0]",1
000096.jpg,"[1428.0, 0.0, 204.0, 147.0]",13
000096.jpg,"[387.0, 0.0, 180.0, 179.0]",15
000097.jpg,"[659.0, 1015.0, 393.0, 194.0]",7
000097.jpg,"[644.0, 1211.0, 258.0, 267.0]",1
000097.jpg,"[677.0, 912.0, 174.0, 108.0]",9
000097.jpg,"[910.0, 1172.0, 174.0, 303.0]",10
000097.jpg,"[448.0, 4.0, 182.0, 215.0]",9
000097.jpg,"[385.0, 1.0, 174.0, 236.0]",15
000097.jpg,"[1425.0, 0.0, 222.0, 205.0]",13
000097.jpg,"[1058.0, 879.0, 275.0, 350.0]",7
000099.jpg,"[389.0, 114.0, 164.0, 239.0]",15
000099.jpg,"[1424.0, 97.0, 232.0, 225.0]",13
000099.jpg,"[675.0, 1028.0, 178.0, 111.0]",9
000099.jpg,"[437.0, 123.0, 189.0, 212.0]",9
000099.jpg,"[917.0, 1287.0, 176.0, 197.0]",10
000099.jpg,"[637.0, 1321.0, 273.0, 164.0]",1
000099.jpg,"[1051.0, 996.0, 279.0, 358.0]",7
000099.jpg,"[654.0, 1130.0, 403.0, 199.0]",7
000100.jpg,"[390.0, 174.0, 168.0, 238.0]",15
000100.jpg,"[1058.0, 1055.0, 275.0, 353.0]",7
000100.jpg,"[644.0, 1393.0, 193.0, 92.0]",1
000100.jpg,"[658.0, 1191.0, 395.0, 202.0]",7
000100.jpg,"[680.0, 1091.0, 162.0, 106.0]",9
000100.jpg,"[432.0, 183.0, 192.0, 210.0]",9
000100.jpg,"[937.0, 1351.0, 161.0, 134.0]",10
000100.jpg,"[1427.0, 164.0, 230.0, 218.0]",13
000102.jpg,"[391.0, 293.0, 171.0, 240.0]",15
000102.jpg,"[678.0, 1206.0, 168.0, 110.0]",9
000102.jpg,"[655.0, 1307.0, 402.0, 178.0]",7
000102.jpg,"[433.0, 301.0, 192.0, 211.0]",9
000102.jpg,"[650.0, 1456.0, 154.0, 29.0]",1
000102.jpg,"[912.0, 1396.0, 206.0, 89.0]",10
000102.jpg,"[1052.0, 1161.0, 289.0, 324.0]",7
000102.jpg,"[1421.0, 281.0, 244.0, 224.0]",13
000103.jpg,"[675.0, 1264.0, 164.0, 116.0]",9
000103.jpg,"[659.0, 1368.0, 395.0, 117.0]",7
000103.jpg,"[1068.0, 1232.0, 268.0, 251.0]",7
000103.jpg,"[387.0, 344.0, 177.0, 237.0]",15
000103.jpg,"[433.0, 360.0, 192.0, 212.0]",9
000103.jpg,"[1423.0, 342.0, 237.0, 218.0]",13
000105.jpg,"[675.0, 1381.0, 164.0, 104.0]",9
000105.jpg,"[434.0, 478.0, 192.0, 213.0]",9
000105.jpg,"[1426.0, 456.0, 233.0, 222.0]",13
000105.jpg,"[737.0, 1419.0, 320.0, 66.0]",7
000105.jpg,"[1135.0, 1353.0, 205.0, 132.0]",7
000105.jpg,"[386.0, 464.0, 174.0, 241.0]",15
000106.jpg,"[386.0, 528.0, 171.0, 232.0]",15
000106.jpg,"[435.0, 537.0, 192.0, 214.0]",9
000106.jpg,"[1172.0, 1411.0, 163.0, 74.0]",7
000106.jpg,"[1431.0, 512.0, 234.0, 220.0]",13
000106.jpg,"[675.0, 1381.0, 164.0, 104.0]",9
000107.jpg,"[1429.0, 568.0, 237.0, 223.0]",13
000107.jpg,"[1172.0, 1411.0, 163.0, 74.0]",7
000107.jpg,"[435.0, 596.0, 192.0, 214.0]",9
000107.jpg,"[386.0, 588.0, 178.0, 232.0]",15
000109.jpg,"[1427.0, 695.0, 243.0, 213.0]",13
000109.jpg,"[436.0, 715.0, 193.0, 214.0]",9
000109.jpg,"[394.0, 705.0, 167.0, 235.0]",15
000110.jpg,"[392.0, 762.0, 167.0, 237.0]",15
000110.jpg,"[437.0, 774.0, 192.0, 215.0]",9
000110.jpg,"[1426.0, 751.0, 245.0, 215.0]",13
000112.jpg,"[1435.0, 875.0, 234.0, 218.0]",13
000112.jpg,"[390.0, 880.0, 165.0, 234.0]",15
000112.jpg,"[438.0, 893.0, 192.0, 218.0]",9
000113.jpg,"[743.0, 0.0, 190.0, 80.0]",9
000113.jpg,"[438.0, 953.0, 193.0, 218.0]",9
000113.jpg,"[389.0, 937.0, 165.0, 236.0]",15
000113.jpg,"[1434.0, 931.0, 236.0, 220.0]",13
000115.jpg,"[1432.0, 1056.0, 248.0, 210.0]",13
000115.jpg,"[439.0, 1072.0, 193.0, 221.0]",9
000115.jpg,"[389.0, 1063.0, 167.0, 228.0]",15
000115.jpg,"[770.0, 0.0, 233.0, 207.0]",9
000116.jpg,"[1432.0, 1114.0, 248.0, 211.0]",13
000116.jpg,"[440.0, 1132.0, 192.0, 222.0]",9
000116.jpg,"[392.0, 1122.0, 178.0, 231.0]",15
000116.jpg,"[753.0, 3.0, 252.0, 259.0]",9
000116.jpg,"[579.0, 0.0, 155.0, 55.0]",11
000118.jpg,"[1434.0, 1239.0, 238.0, 212.0]",13
000118.jpg,"[395.0, 1250.0, 156.0, 224.0]",15
000118.jpg,"[432.0, 1249.0, 192.0, 222.0]",9
000118.jpg,"[734.0, 90.0, 250.0, 267.0]",9
000118.jpg,"[549.0, 0.0, 204.0, 171.0]",11
000119.jpg,"[533.0, 0.0, 213.0, 232.0]",11
000119.jpg,"[722.0, 138.0, 253.0, 264.0]",9
000119.jpg,"[432.0, 1306.0, 192.0, 179.0]",9
000119.jpg,"[392.0, 1306.0, 134.0, 179.0]",15
000119.jpg,"[1433.0, 1296.0, 241.0, 189.0]",13
000121.jpg,"[429.0, 1425.0, 97.0, 60.0]",15
000121.jpg,"[1483.0, 1421.0, 182.0, 64.0]",13
000121.jpg,"[458.0, 1437.0, 157.0, 48.0]",9
000121.jpg,"[718.0, 251.0, 240.0, 266.0]",9
000121.jpg,"[523.0, 0.0, 220.0, 340.0]",11
000123.jpg,"[823.0, 108.0, 186.0, 152.0]",14
000123.jpg,"[517.0, 98.0, 236.0, 369.0]",11
000123.jpg,"[722.0, 375.0, 247.0, 273.0]",9
000124.jpg,"[521.0, 156.0, 227.0, 364.0]",11
000124.jpg,"[924.0, 0.0, 258.0, 152.0]",3
000124.jpg,"[732.0, 444.0, 254.0, 263.0]",9
000124.jpg,"[880.0, 239.0, 192.0, 113.0]",14
000126.jpg,"[988.0, 409.0, 178.0, 183.0]",14
000126.jpg,"[925.0, 27.0, 265.0, 331.0]",3
000126.jpg,"[520.0, 280.0, 232.0, 361.0]",11
000126.jpg,"[749.0, 582.0, 254.0, 267.0]",9
000127.jpg,"[520.0, 335.0, 232.0, 359.0]",11
000127.jpg,"[760.0, 652.0, 248.0, 259.0]",9
000127.jpg,"[924.0, 114.0, 260.0, 336.0]",3
000127.jpg,"[1012.0, 509.0, 167.0, 169.0]",14
000129.jpg,"[523.0, 455.0, 227.0, 358.0]",11
000129.jpg,"[927.0, 218.0, 267.0, 341.0]",3
000129.jpg,"[766.0, 783.0, 257.0, 260.0]",9
000129.jpg,"[1016.0, 619.0, 165.0, 172.0]",14
000130.jpg,"[1019.0, 686.0, 163.0, 163.0]",14
000130.jpg,"[760.0, 837.0, 256.0, 263.0]",9
000130.jpg,"[524.0, 512.0, 228.0, 359.0]",11
000130.jpg,"[929.0, 282.0, 263.0, 336.0]",3
000131.jpg,"[1021.0, 746.0, 156.0, 157.0]",14
000131.jpg,"[760.0, 893.0, 254.0, 260.0]",9
000131.jpg,"[527.0, 566.0, 226.0, 369.0]",11
000131.jpg,"[921.0, 349.0, 268.0, 337.0]",3
000131.jpg,"[870.0, 0.0, 103.0, 73.0]",10
000131.jpg,"[778.0, 0.0, 81.0, 87.0]",11
000132.jpg,"[522.0, 630.0, 229.0, 364.0]",11
000132.jpg,"[754.0, 949.0, 259.0, 266.0]",9
000132.jpg,"[1027.0, 798.0, 148.0, 163.0]",14
000132.jpg,"[796.0, 0.0, 84.0, 135.0]",11
000132.jpg,"[828.0, 0.0, 232.0, 167.0]",10
000132.jpg,"[920.0, 410.0, 271.0, 333.0]",3
000134.jpg,"[520.0, 747.0, 233.0, 369.0]",11
000134.jpg,"[922.0, 530.0, 272.0, 327.0]",3
000134.jpg,"[858.0, 287.0, 336.0, 174.0]",10
000134.jpg,"[847.0, 0.0, 95.0, 257.0]",11
000134.jpg,"[756.0, 1077.0, 259.0, 261.0]",9
000134.jpg,"[1021.0, 920.0, 160.0, 168.0]",14
000135.jpg,"[873.0, 28.0, 101.0, 291.0]",11
000135.jpg,"[764.0, 1137.0, 254.0, 258.0]",9
000135.jpg,"[521.0, 805.0, 231.0, 371.0]",11
000135.jpg,"[1018.0, 982.0, 159.0, 164.0]",14
000135.jpg,"[883.0, 434.0, 335.0, 155.0]",10
000135.jpg,"[919.0, 594.0, 270.0, 327.0]",3
000136.jpg,"[493.0, 0.0, 122.0, 81.0]",10
000136.jpg,"[909.0, 91.0, 94.0, 287.0]",11
000136.jpg,"[768.0, 1208.0, 258.0, 250.0]",9
000136.jpg,"[524.0, 865.0, 229.0, 367.0]",11
000136.jpg,"[1022.0, 1036.0, 163.0, 177.0]",14
000136.jpg,"[924.0, 662.0, 264.0, 317.0]",3
000136.jpg,"[876.0, 543.0, 323.0, 168.0]",10
000139.jpg,"[446.0, 5.0, 172.0, 228.0]",10
000139.jpg,"[300.0, 0.0, 135.0, 117.0]",7
000139.jpg,"[880.0, 740.0, 324.0, 197.0]",10
000139.jpg,"[911.0, 899.0, 268.0, 305.0]",3
000139.jpg,"[525.0, 1039.0, 225.0, 374.0]",11
000139.jpg,"[853.0, 1381.0, 165.0, 104.0]",9
000139.jpg,"[977.0, 259.0, 103.0, 293.0]",11
000139.jpg,"[1018.0, 1213.0, 169.0, 184.0]",14
000140.jpg,"[885.0, 1446.0, 131.0, 39.0]",9
000140.jpg,"[520.0, 1099.0, 230.0, 366.0]",11
000140.jpg,"[1022.0, 1277.0, 165.0, 176.0]",14
000140.jpg,"[913.0, 959.0, 265.0, 312.0]",3
000140.jpg,"[876.0, 818.0, 326.0, 185.0]",10
000140.jpg,"[982.0, 310.0, 103.0, 295.0]",11
000140.jpg,"[443.0, 4.0, 189.0, 297.0]",10
000140.jpg,"[295.0, 0.0, 146.0, 176.0]",7
000142.jpg,"[440.0, 118.0, 186.0, 302.0]",10
000142.jpg,"[1013.0, 430.0, 97.0, 294.0]",11
000142.jpg,"[874.0, 918.0, 331.0, 198.0]",10
000142.jpg,"[294.0, 1.0, 157.0, 292.0]",7
000142.jpg,"[1023.0, 1393.0, 158.0, 92.0]",14
000142.jpg,"[526.0, 1218.0, 219.0, 267.0]",11
000142.jpg,"[914.0, 1082.0, 264.0, 305.0]",3
000143.jpg,"[905.0, 1148.0, 274.0, 304.0]",3
000143.jpg,"[284.0, 44.0, 176.0, 312.0]",7
000143.jpg,"[437.0, 162.0, 193.0, 311.0]",10
000143.jpg,"[1054.0, 1447.0, 97.0, 38.0]",14
000143.jpg,"[520.0, 1277.0, 196.0, 208.0]",11
